,id,frequency
1878,14519,1
1879,14469,1
1880,14470,1
1881,11010,1
1882,14776,1
1883,14570,1
1884,16910,1
1885,14797,1
1886,14777,1
1887,3938,2
1888,14487,1
1889,14664,1
1890,9959,1
1891,14789,1
1892,14719,1
1893,14651,1
1894,14652,1
1895,14653,1
1896,14654,1
1897,14669,1
1898,14838,1
1899,14494,4
1900,14495,1
1901,14677,1
1902,12502,1
1903,14412,1
1904,14625,3
1905,11943,3
1906,14616,1
1907,14768,1
1908,14849,1
1909,3827,1
1910,14806,1
1911,14807,1
1912,14813,1
1913,14713,1
1914,14714,1
1915,14715,1
1916,7985,1
1917,14690,6
1918,2844,1
1919,3574,1
1920,14668,1
1921,14785,1
1922,15167,1
1923,846,1
1924,4686,1
1925,14913,1
1926,14956,2
1927,8080,2
1928,15153,1
1929,15154,1
1930,15155,1
1931,15156,1
1932,9183,4
1933,13877,3
1934,14889,2
1935,14890,2
1936,14891,2
1937,11605,1
1938,14265,5
1939,15182,1
1940,11443,1
1941,14981,1
1942,14888,1
1943,16914,1
1944,8958,2
1945,9523,2
1946,9930,2
1947,14483,3
1948,14484,3
1949,13756,1
1950,15051,1
1951,14950,1
1952,12414,2
1953,14951,1
1954,10254,1
1955,11655,1
1956,15193,1
1957,9120,1
1958,5183,2
1959,12853,2
1960,14933,2
1961,14254,1
1962,16339,1
1963,14925,1
1964,2420,1
1965,14264,3
1966,14990,2
1967,13108,5
1968,14178,5
1969,14179,5
1970,9560,6
1971,15401,4
1972,15741,2
1973,14935,1
1974,14720,3
1975,14721,3
1976,15188,1
1977,4122,1
1978,8506,2
1979,9028,1
1980,11603,1
1981,15086,1
1982,15088,1
1983,15091,1
1984,15092,1
1985,15093,1
1986,15094,1
1987,15079,1
1988,6140,1
1989,10312,1
1990,11872,2
1991,15041,1
1992,15042,1
1993,15063,1
1994,15006,1
1995,15694,1
1996,15096,1
1997,11487,1
1998,15245,1
1999,16918,1
2000,14262,2
2001,15061,1
2002,8663,1
2003,15013,1
2004,12662,1
2005,8064,1
2006,15075,1
2007,14919,1
2008,14903,1
2009,14070,1
2010,15083,1
2011,15020,1
2012,15111,1
2013,15112,1
2014,14877,1
2015,15251,1
2016,14979,1
2017,15216,1
2018,15084,2
2019,15104,2
2020,15196,1
2021,4731,3
2022,14013,1
2023,7858,2
2024,12810,2
2025,14958,1
2026,11498,1
2027,15198,1
2028,15040,1
2029,14270,3
2030,14271,2
2031,14272,2
2032,15253,1
2033,15254,1
2034,14994,2
2035,15000,1
2036,14957,1
2037,5618,1
2038,13887,1
2039,15181,1
2040,15014,1
2041,15078,1
2042,15072,1
2043,14929,1
2044,2676,1
2045,15071,1
2046,8243,1
2047,8290,3
2048,14892,1
2049,14893,1
2050,14894,2
2051,14895,1
2052,11346,2
2053,14885,2
2054,13888,3
2055,12096,1
2056,13180,1
2057,14941,1
2058,14918,1
2059,14874,1
2060,16214,1
2061,16172,1
2062,13278,4
2063,15248,1
2064,15256,1
2065,15257,3
2066,14875,1
2067,14872,1
2068,14917,1
2069,14418,1
2070,545,1
2071,6425,1
2072,14934,1
2073,11484,1
2074,14871,1
2075,14876,1
2076,15081,1
2077,8929,1
2078,15007,1
2079,5386,1
2080,15008,1
2081,15010,1
2082,11234,1
2083,13797,1
2084,13800,1
2085,13801,1
2086,13802,1
2087,14942,1
2088,14943,1
2089,14944,1
2090,15355,4
2091,15423,1
2092,15161,1
2093,15492,1
2094,15259,1
2095,11430,3
2096,15319,2
2097,15314,2
2098,15342,1
2099,5616,1
2100,2387,2
2101,15417,1
2102,15289,1
2103,15460,1
2104,3831,3
2105,8058,1
2106,4899,1
2107,15441,1
2108,15398,1
2109,15328,1
2110,15329,1
2111,7151,1
2112,10607,1
2113,14458,1
2114,14459,1
2115,14460,1
2116,15472,1
2117,15493,1
2118,15358,1
2119,15419,1
2120,15420,1
2121,15471,1
2122,15489,1
2123,15490,1
2124,11735,1
2125,15447,1
2126,2725,1
2127,10121,1
2128,15311,1
2129,1005,2
2130,4446,4
2131,5738,2
2132,13399,1
2133,13864,4
2134,14553,2
2135,15168,4
2136,15805,2
2137,15806,2
2138,15807,2
2139,15938,1
2140,15939,1
2141,15940,1
2142,15941,1
2143,15942,1
2144,15943,1
2145,15301,1
2146,11009,1
2147,15306,1
2148,15325,1
2149,14017,1
2150,13775,1
2151,9333,2
2152,15475,1
2153,2483,1
2154,15288,1
2155,13763,2
2156,15318,1
2157,15312,1
2158,15261,1
2159,15413,1
2160,15414,1
2161,15415,1
2162,6200,1
2163,15354,1
2164,15307,1
2165,15469,1
2166,15456,1
2167,11817,1
2168,15265,1
2169,9470,1
2170,15326,1
2171,15357,1
2172,10117,1
2173,15273,1
2174,15297,1
2175,15324,1
2176,16928,1
2177,15687,1
2178,15691,1
2179,15709,1
2180,8878,4
2181,16929,1
2182,10633,1
2183,2181,1
2184,9383,1
2185,15559,1
2186,15560,1
2187,15720,1
2188,15804,4
2189,9411,1
2190,15531,1
2191,15424,1
2192,11659,1
2193,9670,2
2194,11777,1
2195,15613,1
2196,15771,1
2197,16935,1
2198,14752,1
2199,9787,2
2200,15775,1
2201,16936,1
2202,15716,1
2203,16937,1
2204,15835,1
2205,11730,1
2206,15605,1
2207,4109,1
2208,13293,2
2209,15572,1
2210,15573,1
2211,15574,1
2212,15575,1
2213,15576,1
2214,15581,1
2215,15582,1
2216,15820,1
2217,9003,1
2218,15604,1
2219,9880,1
2220,10135,1
2221,15736,1
2222,15737,1
2223,15738,1
2224,15739,1
2225,15740,1
2226,11718,2
2227,15517,1
2228,15518,1
2229,15519,1
2230,15520,1
2231,15521,1
2232,15522,1
2233,15523,1
2234,15524,1
2235,15667,1
2236,11449,1
2237,15630,2
2238,15631,1
2239,16938,1
2240,15674,1
2241,15695,1
2242,15718,1
2243,15815,1
2244,10195,2
2245,15566,1
2246,9111,1
2247,15551,1
2248,15607,1
2249,13102,1
2250,15570,1
2251,15571,1
2252,15757,1
2253,9300,1
2254,15657,1
2255,15554,1
2256,15555,1
2257,92,1
2258,6176,2
2259,11721,2
2260,15528,2
2261,15529,2
2262,15660,1
2263,15601,1
2264,15647,1
2265,15712,1
2266,15705,1
2267,15812,1
2268,15813,1
2269,15636,1
2270,12997,1
2271,15810,1
2272,15608,2
2273,15773,1
2274,15770,1
2275,15590,1
2276,14522,1
2277,14523,1
2278,15589,2
2279,15733,1
2280,15617,1
2281,15618,1
2282,15619,1
2283,3905,1
2284,15811,1
2285,11497,1
2286,15637,1
2287,15725,1
2288,15726,1
2289,15727,1
2290,15728,1
2291,15729,1
2292,16944,1
2293,6473,1
2294,10226,1
2295,15721,1
2296,15703,1
2297,15542,1
2298,1939,1
2299,15642,1
2300,15723,1
2301,15305,1
2302,16945,1
2303,15699,1
2304,15702,1
2305,10489,1
2306,15785,1
2307,15675,1
2308,15780,1
2309,14940,1
2310,15364,1
2311,15768,1
2312,15769,1
2313,15732,1
2314,15352,1
2315,16011,1
2316,9338,1
2317,16037,1
2318,13631,2
2319,16023,1
2320,8855,1
2321,15851,1
2322,16014,1
2323,16016,1
2324,16012,1
2325,15393,1
2326,15843,1
2327,15844,1
2328,15845,1
2329,15846,1
2330,3277,1
2331,10074,1
2332,10105,1
2333,13015,1
2334,15837,1
2335,15838,1
2336,15839,1
2337,15975,1
2338,15976,2
2339,15977,1
2340,16013,1
2341,15840,1
2342,16031,1
2343,15884,1
2344,16061,1
2345,1813,1
2346,4584,1
2347,62,1
2348,9807,1
2349,11382,1
2350,16020,1
2351,15987,1
2352,9542,1
2353,13743,1
2354,15882,1
2355,15983,1
2356,15984,1
2357,15927,1
2358,16001,1
2359,15868,1
2360,16057,1
2361,15933,1
2362,16065,1
2363,15992,1
2364,15881,1
2365,15872,1
2366,7115,1
2367,15944,1
2368,15921,1
2369,12667,1
2370,15932,1
2371,2258,1
2372,15929,1
2373,6954,1
2374,15887,1
2375,16062,1
2376,9080,1
2377,15917,1
2378,15828,1
2379,15993,1
2380,15504,1
2381,15900,1
2382,5786,1
2383,9483,1
2384,12819,1
2385,16043,1
2386,16015,1
2387,949,1
2388,8103,1
2389,15928,1
2390,1857,1
2391,15952,1
2392,16040,1
2393,16157,1
2394,16154,1
2395,16342,1
2396,16077,2
2397,16087,1
2398,4124,1
2399,16159,1
2400,2287,1
2401,16330,1
2402,16331,1
2403,16211,1
2404,16212,1
2405,13058,1
2406,16126,1
2407,16127,1
2408,16132,1
2409,16133,1
2410,16181,1
2411,16293,1
2412,10389,1
2413,15503,2
2414,16249,1
2415,16118,1
2416,16242,1
2417,16294,1
2418,16213,1
2419,2645,1
2420,16220,1
2421,16100,1
2422,16105,1
2423,16107,1
2424,16108,1
2425,16109,1
2426,12160,1
2427,16176,1
2428,16177,1
2429,16090,1
2430,765,1
2431,12392,1
2432,16223,1
2433,16229,1
2434,16282,1
2435,16283,1
2436,16273,1
2437,16256,1
2438,4119,1
2439,15786,1
2440,15787,1
2441,15788,1
2442,15789,1
2443,15790,1
2444,15794,1
2445,4132,1
2446,13198,1
2447,13687,1
2448,15879,1
2449,16147,1
2450,5816,1
2451,12720,1
2452,16117,1
2453,4106,1
2454,16317,1
2455,16318,1
2456,9870,1
2457,14200,1
2458,14201,1
2459,15990,1
2460,10132,1
2461,16232,1
2462,16952,1
2463,12542,1
2464,9619,1
2465,16071,1
2466,16166,1
2467,16291,1
2468,15875,1
2469,731,1
2470,9865,1
2471,16162,1
2472,16163,1
2473,7104,1
2474,16328,1
2475,16094,1
2476,16184,1
2477,16295,1
2478,16244,1
2479,16156,1
2480,16280,1
2481,9053,1
2482,2644,1
2483,16279,1
2484,10099,1
2485,16327,2
2486,16265,1
2487,16266,1
2488,16179,1
2489,16081,1
2490,2677,1
2491,16263,1
2492,1638,1
2493,16250,1
2494,16140,1
2495,16141,1
2496,16202,1
2497,16095,1
2498,16130,1
2499,16259,1
2500,11357,1
2501,2485,1
2502,16435,2
2503,16482,1
2504,16483,1
2505,16380,1
2506,16582,1
2507,16519,1
2508,16520,1
2509,16521,1
2510,16522,1
2511,14251,1
2512,5872,1
2513,16544,1
2514,11657,1
2515,16408,1
2516,16573,1
2517,16585,1
2518,16594,1
2519,16595,1
2520,10261,1
2521,16612,1
2522,8187,3
2523,9469,1
2524,15388,1
2525,15389,1
2526,15390,2
2527,16438,1
2528,7872,1
2529,16430,1
2530,16395,1
2531,16957,1
2532,16400,1
2533,16401,1
2534,16402,1
2535,8437,1
2536,9649,1
2537,16381,1
2538,9479,1
2539,16602,1
2540,16603,1
2541,16604,1
2542,16605,1
2543,5365,1
2544,5949,1
2545,16611,1
2546,16375,1
2547,16564,1
2548,16536,1
2549,16549,1
2550,9147,1
2551,16348,1
2552,16527,1
2553,16576,1
2554,16548,1
2555,16586,1
2556,16345,1
2557,16346,1
2558,10227,1
2559,16426,1
2560,14518,1
2561,1978,1
2562,8046,1
2563,12856,1
2564,15109,1
2565,16452,1
2566,16489,1
2567,16490,1
2568,16491,1
2569,16492,1
2570,16493,1
2571,16494,1
2572,16495,1
2573,16496,1
2574,16497,1
2575,16498,1
2576,16499,1
2577,16500,1
2578,16501,1
2579,16502,1
2580,16503,1
2581,16504,1
2582,16505,1
2583,16506,1
2584,16507,1
2585,16508,1
2586,16509,1
2587,16510,1
2588,16511,1
2589,16512,1
2590,16513,1
2591,16514,1
2592,16515,1
2593,16516,1
2594,16517,1
2595,16518,1
2596,16958,1
2597,16476,1
2598,16410,1
2599,16347,1
2600,16412,1
2601,8806,1
2602,3434,1
2603,9135,1
2604,14451,1
2605,16416,1
2606,16454,1
2607,16429,1
2608,8891,3
2609,8091,1
2610,16960,1
2611,16609,1
2612,16589,1
2613,9131,1
2614,15402,1
2615,5391,1
2616,16369,1
2617,16565,1
2618,16591,1
2619,6423,1
2620,6276,1
2621,16368,1
2622,1220,1
2623,16377,1
2624,10001,1
2625,10324,1
2626,16569,1
2627,16534,1
2628,16436,1
2629,16962,1
2630,16428,2
2631,16547,1
2632,15371,1
2633,16425,1
2634,16546,1
2635,6927,1
2636,16551,1
2637,16539,1
2638,16473,1
2639,16456,1
2640,12008,1
2641,12116,1
2642,16598,1
2643,16387,1
2644,16524,1
2645,16458,1
2646,16459,1
2647,16460,1
2648,16461,1
2649,16462,1
2650,16463,1
2651,16464,1
2652,16615,1
2653,11504,1
2654,1430,1
2655,16533,1
2656,16567,1
2657,16526,1
2658,16543,1
2659,16610,1
2660,15669,1
2661,16457,1
2662,16593,1
