namespace	ec_number
enz64776	4.2.1.127	ec_class
enz64777	4.2.2.23	ec_class
enz64778	4.2.2.24	ec_class
enz64779	4.2.2.25	ec_class
enz64780	4.2.3.B17	ec_class
enz64781	5.4.4.4	ec_class
enz64782	6.1.2.1	ec_class
enz64783	6.3.5.11	ec_class
enz64784	6.4.1.8	ec_class
enz64785	7.2.1.1	ec_class
enz64787	1.1.1.B19	ec_class
enz64788	1.1.1.B18	ec_class
enz64789	1.1.1.B20	ec_class
enz64791	1.8.5.3	ec_class
enz64793	3.1.2.29	ec_class
enz64794	4.1.99.16	ec_class
enz64795	4.2.3.61	ec_class
enz64796	4.2.3.62	ec_class
enz64797	4.2.3.63	ec_class
enz64798	4.2.3.64	ec_class
enz64799	4.2.3.65	ec_class
enz64800	4.2.3.66	ec_class
enz64801	4.2.3.67	ec_class
enz64802	4.2.3.68	ec_class
enz64803	4.2.3.69	ec_class
enz64804	4.2.3.70	ec_class
enz64805	4.2.3.71	ec_class
enz64806	4.2.3.72	ec_class
enz64807	4.2.3.73	ec_class
enz64808	4.1.1.B4	ec_class
enz64809	1.1.1.344	ec_class
enz64812	1.1.1.313	ec_class
enz64814	1.2.7.10	ec_class
enz64815	1.3.1.87	ec_class
enz64821	1.6.5.9	ec_class
enz64822	1.7.1.14	ec_class
enz64824	1.7.5.2	ec_class
enz64825	1.8.1.17	ec_class
enz64827	1.8.2.4	ec_class
enz64828	1.8.5.4	ec_class
enz64829	1.10.3.9	ec_class
enz64830	7.1.1.3	ec_class
enz64831	1.10.3.11	ec_class
enz64832	7.1.1.5	ec_class
enz64833	1.11.1.21	ec_class
enz64834	1.12.1.4	ec_class
enz64835	1.13.11.57	ec_class
enz64836	1.14.11.33	ec_class
enz64837	1.14.14.95	ec_class
enz64838	1.14.14.40	ec_class
enz64839	1.14.14.156	ec_class
enz64840	1.14.15.16	ec_class
enz64841	1.14.13.127	ec_class
enz64842	1.14.15.24	ec_class
enz64843	1.14.18.3	ec_class
enz64844	1.13.11.84	ec_class
enz64845	1.14.14.134	ec_class
enz64846	1.14.99.44	ec_class
enz64847	1.14.14.158	ec_class
enz64849	1.16.9.1	ec_class
enz64850	2.4.1.262	ec_class
enz64851	2.4.1.263	ec_class
enz64852	2.7.1.170	ec_class
enz64853	3.1.1.85	ec_class
enz64854	3.1.3.84	ec_class
enz64855	3.2.1.170	ec_class
enz64856	4.2.1.122	ec_class
enz64857	4.2.1.123	ec_class
enz64858	4.2.1.124	ec_class
enz64859	4.2.1.126	ec_class
enz64860	4.2.3.74	ec_class
enz64861	5.3.2.8	ec_class
enz64862	5.4.99.31	ec_class
enz64863	5.4.99.32	ec_class
enz64864	5.4.99.33	ec_class
enz64865	5.4.99.34	ec_class
enz64866	5.4.99.35	ec_class
enz64867	5.4.99.36	ec_class
enz64868	6.3.2.37	ec_class
enz64869	2.3.2.B1	ec_class
enz64870	2.3.2.B2	ec_class
enz64871	1.3.99.32	ec_class
enz64873	1.4.1.B4	ec_class
enz64874	1.14.14.83	ec_class
enz64875	1.3.5.6	ec_class
enz64876	1.5.1.36	ec_class
enz64877	1.16.1.9	ec_class
enz64878	1.97.1.12	ec_class
enz64879	4.2.3.75	ec_class
enz64880	4.2.3.76	ec_class
enz64881	4.2.3.77	ec_class
enz64883	1.14.15.9	ec_class
enz64884	1.2.1.99	ec_class
enz64885	1.3.1.88	ec_class
enz64886	1.3.1.91	ec_class
enz64887	1.3.1.89	ec_class
enz64888	1.3.1.90	ec_class
enz64889	1.3.5.5	ec_class
enz64890	1.3.99.26	ec_class
enz64891	1.3.99.27	ec_class
enz64892	1.3.99.28	ec_class
enz64893	1.3.99.29	ec_class
enz64894	1.3.99.30	ec_class
enz64895	1.3.99.31	ec_class
enz64896	1.5.1.40	ec_class
enz64897	2.1.1.210	ec_class
enz64898	2.1.1.211	ec_class
enz64899	2.1.1.213	ec_class
enz64900	2.1.1.214	ec_class
enz64901	2.1.1.215	ec_class
enz64902	2.1.1.216	ec_class
enz64903	2.1.1.228	ec_class
enz64904	2.1.1.221	ec_class
enz64905	2.1.1.217	ec_class
enz64906	2.1.1.218	ec_class
enz64907	2.1.1.219	ec_class
enz64908	2.1.1.220	ec_class
enz64909	2.1.1.223	ec_class
enz64910	2.1.1.309	ec_class
enz64911	2.1.1.225	ec_class
enz64912	2.1.1.230	ec_class
enz64913	2.1.1.226	ec_class
enz64914	2.1.1.227	ec_class
enz64915	2.1.1.229	ec_class
enz64916	2.1.1.212	ec_class
enz64917	2.1.1.231	ec_class
enz64918	2.1.1.232	ec_class
enz64919	2.1.1.B74	ec_class
enz64920	2.1.1.B75	ec_class
enz64921	2.1.1.B76	ec_class
enz64923	3.4.11.26	ec_class
enz64924	3.5.1.109	ec_class
enz64925	3.5.1.B15	ec_class
enz64926	3.5.1.114	ec_class
enz64927	3.5.4.31	ec_class
enz64928	7.3.2.6	ec_class
enz64929	4.1.1.92	ec_class
enz64930	4.1.1.93	ec_class
enz64931	4.2.1.128	ec_class
enz64932	4.2.1.129	ec_class
enz64933	4.2.3.B18	ec_class
enz64934	4.2.3.B19	ec_class
enz64935	4.2.3.86	ec_class
enz64936	5.2.1.12	ec_class
enz64937	5.2.1.13	ec_class
enz64938	5.4.99.37	ec_class
enz64939	5.4.99.38	ec_class
enz64940	5.4.99.40	ec_class
enz64941	5.4.99.42	ec_class
enz64942	5.4.99.43	ec_class
enz64943	5.4.99.B22	ec_class
enz64944	5.4.99.44	ec_class
enz64945	5.4.99.45	ec_class
enz64946	5.4.99.B25	ec_class
enz64947	6.2.1.37	ec_class
enz64948	1.3.8.2	ec_class
enz64949	1.5.1.37	ec_class
enz64950	1.5.1.38	ec_class
enz64951	1.5.1.39	ec_class
enz64952	1.5.1.41	ec_class
enz64953	1.5.1.42	ec_class
enz64954	1.7.6.1	ec_class
enz64955	2.1.1.224	ec_class
enz64956	2.4.1.271	ec_class
enz64957	2.4.1.272	ec_class
enz64958	2.4.1.273	ec_class
enz64959	2.4.1.275	ec_class
enz64961	2.5.1.95	ec_class
enz64962	2.7.7.78	ec_class
enz64963	3.2.1.176	ec_class
enz64964	3.2.1.177	ec_class
enz64965	3.2.1.178	ec_class
enz64966	3.7.1.14	ec_class
enz64967	4.1.2.48	ec_class
enz64968	4.1.2.49	ec_class
enz64969	4.1.99.17	ec_class
enz64971	4.1.99.19	ec_class
enz64972	4.2.1.130	ec_class
enz64973	4.2.3.78	ec_class
enz64974	4.2.3.79	ec_class
enz64975	4.2.3.80	ec_class
enz64976	4.2.3.81	ec_class
enz64977	4.2.3.82	ec_class
enz64978	4.2.3.83	ec_class
enz64979	4.3.3.6	ec_class
enz64980	5.1.3.24	ec_class
enz64981	5.5.1.18	ec_class
enz64982	5.5.1.19	ec_class
enz64983	5.4.99.46	ec_class
enz64984	5.4.99.47	ec_class
enz64987	1.1.1.315	ec_class
enz64988	1.2.1.82	ec_class
enz64992	1.13.11.59	ec_class
enz64993	1.13.12.19	ec_class
enz64994	1.14.20.7	ec_class
enz64996	1.14.13.131	ec_class
enz64998	1.20.2.1	ec_class
enz65000	2.4.1.276	ec_class
enz65001	2.5.1.96	ec_class
enz65002	2.8.1.10	ec_class
enz65003	4.2.1.131	ec_class
enz65004	4.2.3.84	ec_class
enz65005	4.2.3.85	ec_class
enz65006	4.5.1.B1	ec_class
enz65007	1.1.3.42	ec_class
enz65010	1.14.15.32	ec_class
enz65011	1.14.14.152	ec_class
enz65012	1.14.14.87	ec_class
enz65014	1.2.1.91	ec_class
enz65015	1.17.7.2	ec_class
enz65016	2.1.1.233	ec_class
enz65017	2.6.1.88	ec_class
enz65018	2.7.7.80	ec_class
enz65019	2.8.1.11	ec_class
enz65020	2.8.1.12	ec_class
enz65021	3.1.1.89	ec_class
enz65022	3.1.1.90	ec_class
enz65023	2.5.1.153	ec_class
enz65025	3.1.3.86	ec_class
enz65026	3.4.19.13	ec_class
enz65027	3.4.23.52	ec_class
enz65028	4.2.1.138	ec_class
enz65029	3.3.2.12	ec_class
enz65030	4.2.3.87	ec_class
enz65031	4.2.3.88	ec_class
enz65032	4.2.3.89	ec_class
enz65033	4.2.3.90	ec_class
enz65034	4.2.3.91	ec_class
enz65035	4.2.3.92	ec_class
enz65036	4.2.3.93	ec_class
enz65037	5.4.99.48	ec_class
enz65038	5.4.99.49	ec_class
enz65039	5.4.99.50	ec_class
enz65040	5.4.99.51	ec_class
enz65041	5.4.99.52	ec_class
enz65042	5.4.99.53	ec_class
enz65043	5.4.99.54	ec_class
enz65044	5.4.99.55	ec_class
enz65045	5.4.99.56	ec_class
enz65046	1.14.17.B1	ec_class
enz65047	2.3.1.198	ec_class
enz65048	3.1.3.B13	ec_class
enz65049	1.1.1.317	ec_class
enz65050	1.1.1.316	ec_class
enz65052	1.13.11.60	ec_class
enz65053	1.13.11.61	ec_class
enz65054	1.13.11.62	ec_class
enz65055	1.14.13.135	ec_class
enz65056	1.14.13.154	ec_class
enz65057	1.14.14.11	ec_class
enz65058	1.14.14.12	ec_class
enz65060	2.1.1.234	ec_class
enz65061	2.1.1.235	ec_class
enz65062	2.1.1.236	ec_class
enz65063	2.1.1.237	ec_class
enz65064	2.1.1.238	ec_class
enz65065	2.1.1.239	ec_class
enz65066	2.1.1.B83	ec_class
enz65067	2.1.1.B84	ec_class
enz65068	2.1.1.B85	ec_class
enz65069	2.1.1.240	ec_class
enz65070	2.1.1.343	ec_class
enz65071	2.1.1.254	ec_class
enz65073	2.3.1.197	ec_class
enz65074	2.3.1.B16	ec_class
enz65075	2.3.2.B3	ec_class
enz65076	2.4.1.274	ec_class
enz65077	2.4.1.277	ec_class
enz65078	2.4.1.278	ec_class
enz65079	2.4.1.282	ec_class
enz65080	2.4.1.281	ec_class
enz65081	2.4.1.280	ec_class
enz65082	2.5.1.97	ec_class
enz65083	2.5.1.98	ec_class
enz65084	2.6.1.89	ec_class
enz65085	2.6.1.90	ec_class
enz65087	2.6.1.92	ec_class
enz65088	2.6.1.B6	ec_class
enz65089	2.6.1.106	ec_class
enz65090	2.7.7.81	ec_class
enz65092	3.1.3.B9	ec_class
enz65093	3.2.1.B16	ec_class
enz65094	3.4.22.B67	ec_class
enz65095	3.4.22.B70	ec_class
enz65096	3.4.22.B71	ec_class
enz65097	3.4.22.B72	ec_class
enz65098	3.4.22.B73	ec_class
enz65099	3.4.22.B74	ec_class
enz65100	3.4.22.B75	ec_class
enz65101	3.5.4.32	ec_class
enz65102	3.6.1.55	ec_class
enz65103	3.6.1.56	ec_class
enz65104	3.6.1.57	ec_class
enz65105	3.6.1.60	ec_class
enz65106	3.6.1.B11	ec_class
enz65107	3.6.1.61	ec_class
enz65109	3.6.1.58	ec_class
enz65110	3.6.1.62	ec_class
enz65111	3.6.1.59	ec_class
enz65112	4.1.3.B3	ec_class
enz65113	4.2.3.97	ec_class
enz65114	4.2.3.98	ec_class
enz65115	4.2.3.B23	ec_class
enz65116	4.2.3.99	ec_class
enz65117	4.2.3.B25	ec_class
enz65118	4.2.3.B26	ec_class
enz65119	4.2.3.B27	ec_class
enz65120	4.2.3.B28	ec_class
enz65121	4.2.3.B29	ec_class
enz65122	4.2.3.B30	ec_class
enz65123	4.2.3.B31	ec_class
enz65124	4.2.3.B32	ec_class
enz65125	4.2.3.B33	ec_class
enz65126	4.2.3.B34	ec_class
enz65127	4.2.3.B35	ec_class
enz65128	4.2.3.B36	ec_class
enz65129	4.2.3.123	ec_class
enz65134	4.3.1.30	ec_class
enz65135	5.3.2.3	ec_class
enz65136	5.3.2.4	ec_class
enz65137	5.4.4.5	ec_class
enz65138	5.4.4.6	ec_class
enz65139	5.5.1.20	ec_class
enz65140	6.3.2.B10	ec_class
enz65141	1.2.1.94	ec_class
enz65144	1.14.14.153	ec_class
enz65145	1.14.14.157	ec_class
enz65146	1.14.14.109	ec_class
enz65147	1.14.14.110	ec_class
enz65148	1.14.15.29	ec_class
enz65149	1.14.15.30	ec_class
enz65150	1.14.14.76	ec_class
enz65151	1.14.14.111	ec_class
enz65152	1.14.14.112	ec_class
enz65153	1.14.13.146	ec_class
enz65154	1.14.14.182	ec_class
enz65155	1.14.13.148	ec_class
enz65156	1.14.13.149	ec_class
enz65157	1.14.11.59	ec_class
enz65158	2.1.1.241	ec_class
enz65159	2.1.1.242	ec_class
enz65160	3.1.7.10	ec_class
enz65161	3.4.19.14	ec_class
enz65162	3.7.1.17	ec_class
enz65163	4.2.3.94	ec_class
enz65164	4.2.3.95	ec_class
enz65165	4.2.3.96	ec_class
enz65166	4.2.3.100	ec_class
enz65167	4.2.3.101	ec_class
enz65168	4.2.3.102	ec_class
enz65169	4.2.3.103	ec_class
enz65170	4.2.3.104	ec_class
enz65171	5.4.99.57	ec_class
enz65172	5.3.3.18	ec_class
enz65173	1.14.14.10	ec_class
enz65174	2.4.1.269	ec_class
enz65175	2.1.1.208	ec_class
enz65176	2.7.7.79	ec_class
enz65177	2.7.1.177	ec_class
enz65178	2.7.4.26	ec_class
enz65179	3.2.1.181	ec_class
enz65181	2.3.1.204	ec_class
enz65182	1.1.1.318	ec_class
enz65183	1.1.1.319	ec_class
enz65184	1.1.1.320	ec_class
enz65185	1.1.1.321	ec_class
enz65186	1.1.1.322	ec_class
enz65187	1.1.1.323	ec_class
enz65188	1.1.1.324	ec_class
enz65189	1.1.1.325	ec_class
enz65190	1.1.1.326	ec_class
enz65193	6.3.4.20	ec_class
enz65194	1.14.14.113	ec_class
enz65196	1.14.13.153	ec_class
enz65198	1.14.99.46	ec_class
enz65200	2.1.1.243	ec_class
enz65201	2.1.1.244	ec_class
enz65202	2.1.1.245	ec_class
enz65203	2.1.1.246	ec_class
enz65204	2.1.1.247	ec_class
enz65205	2.1.1.248	ec_class
enz65206	2.1.1.249	ec_class
enz65207	2.1.1.250	ec_class
enz65208	2.1.1.251	ec_class
enz65209	2.1.1.252	ec_class
enz65210	2.1.1.253	ec_class
enz65211	2.1.1.255	ec_class
enz65212	2.4.1.279	ec_class
enz65213	2.4.99.16	ec_class
enz65214	2.7.1.173	ec_class
enz65215	2.7.1.174	ec_class
enz65216	2.7.1.175	ec_class
enz65217	2.7.1.176	ec_class
enz65218	3.1.3.87	ec_class
enz65219	3.1.7.11	ec_class
enz65220	3.5.1.110	ec_class
enz65221	4.1.1.94	ec_class
enz65222	4.1.2.50	ec_class
enz65223	4.2.1.132	ec_class
enz65224	4.2.3.105	ec_class
enz65225	4.2.3.106	ec_class
enz65226	4.2.3.107	ec_class
enz65227	4.2.3.108	ec_class
enz65228	4.2.3.109	ec_class
enz65229	4.2.3.110	ec_class
enz65230	4.2.3.111	ec_class
enz65231	4.2.3.112	ec_class
enz65232	4.2.3.113	ec_class
enz65233	4.2.3.114	ec_class
enz65234	4.2.3.115	ec_class
enz65235	4.2.3.116	ec_class
enz65236	4.2.3.117	ec_class
enz65237	4.2.3.118	ec_class
enz65238	4.2.3.119	ec_class
enz65239	4.2.3.120	ec_class
enz65240	4.2.3.121	ec_class
enz65241	4.2.3.122	ec_class
enz65242	5.3.2.5	ec_class
enz65243	5.3.99.10	ec_class
enz65244	3.4.22.B76	ec_class
enz65245	1.1.1.334	ec_class
enz65246	1.1.1.327	ec_class
enz65248	1.3.1.92	ec_class
enz65251	1.3.8.9	ec_class
enz65253	1.4.1.23	ec_class
enz65254	1.13.11.63	ec_class
enz65255	1.14.13.155	ec_class
enz65256	1.14.14.133	ec_class
enz65257	1.14.14.56	ec_class
enz65258	1.14.14.114	ec_class
enz65259	1.14.14.24	ec_class
enz65260	1.14.13.160	ec_class
enz65261	1.14.13.161	ec_class
enz65263	1.14.15.10	ec_class
enz65264	1.18.1.5	ec_class
enz65265	2.1.1.256	ec_class
enz65266	2.1.1.257	ec_class
enz65267	2.2.1.10	ec_class
enz65268	2.2.1.11	ec_class
enz65269	3.7.1.18	ec_class
enz65270	4.2.1.133	ec_class
enz65271	4.2.3.124	ec_class
enz65272	4.2.3.125	ec_class
enz65273	4.2.3.126	ec_class
enz65274	4.2.3.127	ec_class
enz65275	4.2.3.128	ec_class
enz65276	4.2.3.129	ec_class
enz65277	4.2.3.130	ec_class
enz65278	4.3.99.3	ec_class
enz65279	6.2.1.38	ec_class
enz65281	3.1.1.92	ec_class
enz65282	3.4.23.B24	ec_class
enz65283	3.5.99.9	ec_class
enz65284	1.1.1.328	ec_class
enz65285	1.1.1.329	ec_class
enz65286	1.1.1.330	ec_class
enz65287	1.1.1.331	ec_class
enz65288	1.1.1.332	ec_class
enz65289	1.1.1.333	ec_class
enz65290	1.1.3.43	ec_class
enz65291	1.1.3.44	ec_class
enz65292	1.1.98.3	ec_class
enz65293	1.1.99.38	ec_class
enz65294	1.2.1.83	ec_class
enz65295	1.2.1.84	ec_class
enz65296	1.3.1.93	ec_class
enz65297	1.3.1.94	ec_class
enz65298	1.4.2.3	ec_class
enz65299	1.5.3.19	ec_class
enz65300	1.5.3.20	ec_class
enz65301	1.5.3.21	ec_class
enz65302	1.5.99.14	ec_class
enz65303	1.13.11.64	ec_class
enz65304	1.14.13.163	ec_class
enz65305	1.14.14.47	ec_class
enz65306	1.14.14.13	ec_class
enz65307	2.1.1.258	ec_class
enz65308	2.1.1.259	ec_class
enz65309	2.3.1.199	ec_class
enz65310	2.3.1.200	ec_class
enz65311	2.3.1.201	ec_class
enz65312	2.3.1.202	ec_class
enz65313	2.3.1.203	ec_class
enz65314	2.3.2.19	ec_class
enz65315	2.4.1.283	ec_class
enz65316	2.4.1.284	ec_class
enz65317	2.4.1.285	ec_class
enz65318	2.4.1.286	ec_class
enz65319	2.4.1.287	ec_class
enz65320	2.4.1.288	ec_class
enz65321	2.4.2.45	ec_class
enz65322	2.4.2.46	ec_class
enz65323	2.4.2.47	ec_class
enz65324	2.4.99.17	ec_class
enz65325	2.6.1.93	ec_class
enz65326	2.6.1.94	ec_class
enz65327	2.6.1.95	ec_class
enz65328	2.7.8.35	ec_class
enz65329	3.1.1.91	ec_class
enz65330	3.1.1.93	ec_class
enz65331	3.1.3.88	ec_class
enz65332	3.7.1.19	ec_class
enz65333	4.1.1.95	ec_class
enz65334	4.1.1.96	ec_class
enz65336	4.2.1.134	ec_class
enz65337	4.2.3.131	ec_class
enz65338	4.2.3.132	ec_class
enz65339	4.2.3.133	ec_class
enz65340	4.3.2.6	ec_class
enz65341	5.3.2.6	ec_class
enz65342	5.4.3.9	ec_class
enz65343	6.2.1.39	ec_class
enz65344	6.3.2.38	ec_class
enz65345	6.3.2.39	ec_class
enz65346	3.5.3.26	ec_class
enz65349	1.18.1.6	ec_class
enz65350	1.1.1.335	ec_class
enz65351	1.1.1.336	ec_class
enz65352	1.1.1.338	ec_class
enz65353	1.1.1.337	ec_class
enz65354	1.1.1.339	ec_class
enz65355	1.1.1.340	ec_class
enz65356	1.1.1.341	ec_class
enz65357	1.1.1.342	ec_class
enz65358	1.2.1.85	ec_class
enz65359	1.2.1.86	ec_class
enz65360	1.3.1.95	ec_class
enz65361	1.3.1.96	ec_class
enz65362	1.3.1.97	ec_class
enz65363	1.14.19.8	ec_class
enz65364	1.4.1.24	ec_class
enz65365	1.5.1.43	ec_class
enz65366	1.5.1.44	ec_class
enz65367	1.5.1.45	ec_class
enz65368	1.7.2.6	ec_class
enz65369	2.1.1.B109	ec_class
enz65370	1.13.11.65	ec_class
enz65371	1.13.11.66	ec_class
enz65372	1.13.11.68	ec_class
enz65373	1.13.11.69	ec_class
enz65374	1.13.11.70	ec_class
enz65375	1.13.11.71	ec_class
enz65376	1.13.11.72	ec_class
enz65377	1.13.11.73	ec_class
enz65378	1.14.11.35	ec_class
enz65379	1.14.11.36	ec_class
enz65380	1.14.13.166	ec_class
enz65381	1.14.13.167	ec_class
enz65382	1.14.13.168	ec_class
enz65383	1.14.18.5	ec_class
enz65384	1.14.13.170	ec_class
enz65385	1.14.13.171	ec_class
enz65386	1.14.15.11	ec_class
enz65387	1.14.99.47	ec_class
enz65388	1.21.3.7	ec_class
enz65389	1.21.3.8	ec_class
enz65390	2.1.1.260	ec_class
enz65391	2.1.1.261	ec_class
enz65392	2.1.1.262	ec_class
enz65393	2.1.1.263	ec_class
enz65394	2.1.1.264	ec_class
enz65395	2.1.1.265	ec_class
enz65396	2.3.1.205	ec_class
enz65397	2.3.1.206	ec_class
enz65398	2.3.1.207	ec_class
enz65399	2.3.1.208	ec_class
enz65400	2.3.1.209	ec_class
enz65401	2.3.1.210	ec_class
enz65403	2.4.1.289	ec_class
enz65404	2.4.1.290	ec_class
enz65405	2.4.1.291	ec_class
enz65406	2.4.1.292	ec_class
enz65407	2.4.1.293	ec_class
enz65408	2.4.2.48	ec_class
enz65409	2.4.99.19	ec_class
enz65411	2.5.1.100	ec_class
enz65412	2.5.1.101	ec_class
enz65413	2.5.1.102	ec_class
enz65414	2.5.1.103	ec_class
enz65415	2.6.1.96	ec_class
enz65416	2.6.1.97	ec_class
enz65417	2.6.1.98	ec_class
enz65418	2.6.1.99	ec_class
enz65419	2.7.4.27	ec_class
enz65420	2.7.4.28	ec_class
enz65421	2.7.7.82	ec_class
enz65422	2.7.7.83	ec_class
enz65423	2.7.8.36	ec_class
enz65424	2.7.8.37	ec_class
enz65425	2.7.11.32	ec_class
enz65426	2.7.11.33	ec_class
enz65427	3.2.1.182	ec_class
enz65428	3.2.1.183	ec_class
enz65429	3.2.1.184	ec_class
enz65430	3.5.1.111	ec_class
enz65431	3.5.1.112	ec_class
enz65432	3.5.1.113	ec_class
enz65433	3.6.1.63	ec_class
enz65434	3.7.1.20	ec_class
enz65436	4.2.1.135	ec_class
enz65437	4.2.1.136	ec_class
enz65438	4.2.1.137	ec_class
enz65439	4.2.3.134	ec_class
enz65440	4.2.3.135	ec_class
enz65441	4.2.3.136	ec_class
enz65442	4.2.3.137	ec_class
enz65443	4.2.3.138	ec_class
enz65444	4.2.3.139	ec_class
enz65445	4.2.3.140	ec_class
enz65446	4.3.1.28	ec_class
enz65447	4.4.1.26	ec_class
enz65448	5.1.3.25	ec_class
enz65449	5.1.99.6	ec_class
enz65450	5.2.1.14	ec_class
enz65451	5.4.99.58	ec_class
enz65460	1.1.1.343	ec_class
enz65461	1.1.1.345	ec_class
enz65462	1.1.1.346	ec_class
enz65464	1.1.1.427	ec_class
enz65465	7.1.1.4	ec_class
enz65466	1.11.1.22	ec_class
enz65467	1.12.1.5	ec_class
enz65468	1.13.12.20	ec_class
enz65469	1.14.11.B16	ec_class
enz65470	1.14.14.46	ec_class
enz65471	1.1.1.359	ec_class
enz65472	1.1.1.360	ec_class
enz65473	1.2.99.8	ec_class
enz65474	1.23.1.1	ec_class
enz65475	1.23.1.2	ec_class
enz65476	1.23.1.3	ec_class
enz65477	1.23.1.4	ec_class
enz65479	1.3.1.101	ec_class
enz65481	1.3.7.11	ec_class
enz65482	1.5.1.46	ec_class
enz65483	1.5.1.47	ec_class
enz65484	2.1.1.266	ec_class
enz65485	2.1.1.267	ec_class
enz65486	2.1.1.268	ec_class
enz65488	2.3.1.211	ec_class
enz65489	2.3.1.212	ec_class
enz65490	2.3.1.213	ec_class
enz65491	2.3.1.214	ec_class
enz65492	2.3.1.215	ec_class
enz65493	2.3.1.216	ec_class
enz65494	2.3.1.217	ec_class
enz65495	2.3.1.218	ec_class
enz65496	2.3.1.219	ec_class
enz65497	2.3.1.220	ec_class
enz65498	2.3.1.221	ec_class
enz65499	2.3.1.222	ec_class
enz65500	2.4.1.294	ec_class
enz65501	2.4.1.295	ec_class
enz65502	2.4.1.296	ec_class
enz65503	2.4.1.297	ec_class
enz65504	2.4.1.298	ec_class
enz65505	2.4.1.299	ec_class
enz65506	2.4.1.300	ec_class
enz65507	2.4.1.B50	ec_class
enz65508	2.4.1.B51	ec_class
enz65509	2.4.2.49	ec_class
enz65510	2.4.2.50	ec_class
enz65511	2.4.2.51	ec_class
enz65512	2.4.2.54	ec_class
enz65513	2.5.1.104	ec_class
enz65514	2.5.1.105	ec_class
enz65515	2.6.1.100	ec_class
enz65516	2.6.1.101	ec_class
enz65518	2.7.1.178	ec_class
enz65519	2.7.1.B19	ec_class
enz65520	2.7.4.B4	ec_class
enz65521	2.7.7.84	ec_class
enz65522	2.7.7.B16	ec_class
enz65523	2.7.7.B17	ec_class
enz65524	2.7.8.38	ec_class
enz65525	2.7.8.39	ec_class
enz65526	3.1.3.B14	ec_class
enz65527	3.1.4.55	ec_class
enz65528	3.1.4.56	ec_class
enz65529	3.1.6.19	ec_class
enz65530	3.1.99.B1	ec_class
enz65531	3.1.99.B2	ec_class
enz65532	3.1.99.B3	ec_class
enz65533	3.4.11.B3	ec_class
enz65534	3.4.11.B4	ec_class
enz65535	3.4.11.B5	ec_class
enz65536	3.4.11.B6	ec_class
enz65537	3.4.17.B4	ec_class
enz65538	3.4.17.B5	ec_class
enz65539	3.4.21.B52	ec_class
enz65540	3.4.21.121	ec_class
enz65541	3.4.22.B77	ec_class
enz65543	3.4.24.B29	ec_class
enz65544	3.5.1.117	ec_class
enz65545	3.5.3.24	ec_class
enz65546	3.5.4.33	ec_class
enz65547	3.5.4.34	ec_class
enz65548	3.5.4.35	ec_class
enz65549	3.5.4.36	ec_class
enz65551	3.5.4.37	ec_class
enz65552	3.5.4.38	ec_class
enz65553	3.5.4.39	ec_class
enz65554	3.6.1.64	ec_class
enz65557	4.1.2.51	ec_class
enz65558	4.1.2.55	ec_class
enz65559	4.1.3.42	ec_class
enz65560	4.2.1.140	ec_class
enz65561	4.2.1.141	ec_class
enz65562	4.2.3.141	ec_class
enz65563	4.2.3.142	ec_class
enz65564	4.3.99.4	ec_class
enz65565	4.7.1.1	ec_class
enz65566	5.4.3.10	ec_class
enz65567	5.4.3.11	ec_class
enz65568	3.2.1.B26	ec_class
enz65569	1.1.1.348	ec_class
enz65570	4.2.1.139	ec_class
enz65571	1.1.1.347	ec_class
enz65572	1.1.1.349	ec_class
enz65573	1.1.1.350	ec_class
enz65574	1.1.1.351	ec_class
enz65575	1.1.1.352	ec_class
enz65576	1.1.1.353	ec_class
enz65577	1.3.1.100	ec_class
enz65579	1.3.3.13	ec_class
enz65581	1.3.99.33	ec_class
enz65582	1.7.1.15	ec_class
enz65583	1.13.11.74	ec_class
enz65584	1.14.11.37	ec_class
enz65585	1.14.13.172	ec_class
enz65586	1.14.14.115	ec_class
enz65587	1.14.14.116	ec_class
enz65588	1.14.14.117	ec_class
enz65589	1.14.14.118	ec_class
enz65590	1.14.15.13	ec_class
enz65591	1.14.19.70	ec_class
enz65592	1.18.1.7	ec_class
enz65596	2.1.1.271	ec_class
enz65597	2.1.1.272	ec_class
enz65598	2.3.1.223	ec_class
enz65599	2.3.2.20	ec_class
enz65600	2.3.2.21	ec_class
enz65601	2.3.2.22	ec_class
enz65605	2.5.1.106	ec_class
enz65606	2.5.1.107	ec_class
enz65607	2.7.1.179	ec_class
enz65608	2.7.7.85	ec_class
enz65609	2.8.3.18	ec_class
enz65610	3.1.1.94	ec_class
enz65611	3.1.3.89	ec_class
enz65612	3.2.1.185	ec_class
enz65613	3.6.1.65	ec_class
enz65615	4.2.1.142	ec_class
enz65616	4.2.1.143	ec_class
enz65617	4.2.1.144	ec_class
enz65618	4.2.3.143	ec_class
enz65619	4.2.99.22	ec_class
enz65620	6.3.2.40	ec_class
enz65622	2.5.1.108	ec_class
enz65623	1.1.1.363	ec_class
enz65627	5.4.2.11	ec_class
enz65628	5.4.2.12	ec_class
enz65630	1.1.99.39	ec_class
enz65633	1.1.1.354	ec_class
enz65634	1.1.1.355	ec_class
enz65635	1.1.1.356	ec_class
enz65636	1.1.1.357	ec_class
enz65637	1.1.1.358	ec_class
enz65638	1.1.1.B25	ec_class
enz65639	1.1.1.B28	ec_class
enz65640	1.1.1.362	ec_class
enz65641	1.1.1.B38	ec_class
enz65642	1.1.3.45	ec_class
